session_id,group_id,condition,source_file,conversation_id,sequence_index,timestamp,speaker,phase,robot_turn_index,triggered_robot,text,mercer_label,is_coded,label_confidence,label_rationale
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,23,,PARTICIPANT_19,,,,"OK, Pepper, could you give us more details about this survey?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,27,,PARTICIPANT_20,,,,Good.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,28,,PARTICIPANT_19,,,,Perfect.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,30,,PARTICIPANT_20,,,,Another big problem is that it takes a lot of time to go from one part of the campus to another part.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,31,,PARTICIPANT_20,,,,"For example, from the OLA to the aerospace campus to aerospace faculty, it takes around like 20 minutes to walk.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,32,,PARTICIPANT_20,,,,What's your idea in solving this?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,35,,PARTICIPANT_20,,,,"What's your idea, Pepper?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,40,,PARTICIPANT_20,,,,"Yeah, great.",,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,41,,PARTICIPANT_20,,,,We can give both surveys at the same time.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,44,,PARTICIPANT_19,,,,Oh.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,46,,PARTICIPANT_19,,,,"For instance, people who commute.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,50,,PARTICIPANT_19,,,,I couldn't put it better myself.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,53,,PARTICIPANT_20,,,,I also don't know where the funds would be coming from.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,54,,PARTICIPANT_20,,,,"Pepper, do you have any idea?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,55,,PARTICIPANT_20,,,,Or should we let the faculty decide this and worry about this?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,58,,PARTICIPANT_20,,,,"Amazing, amazing idea.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,61,,PARTICIPANT_19,,,,"improving campus life, I think that there are not the events that are not that well advertised.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,63,,PARTICIPANT_19,,,,"electrical engineering students, what do you think about how we could advertise these events more and also some ideas for events, Pepper.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,65,,PARTICIPANT_20,,,,"The usage of social media apps, that's a thing that the college, I think, is lacking.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,66,,PARTICIPANT_20,,,,I think they are using social media as well.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,71,,PARTICIPANT_20,,,,I think the most useful thing it would be to,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,75,,PARTICIPANT_20,,,,It should be a place with lots of food traffic.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,76,,PARTICIPANT_19,,,,"What about this idea, Pepper?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,80,,PARTICIPANT_20,,,,To popular global influencers?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,82,,PARTICIPANT_20,,,,I think it's in the scope of the events at the college to use global influencers.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,83,,PARTICIPANT_20,,,,I think just the social medias of the,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,84,,PARTICIPANT_20,,,,"College should be fine, plus some word of mouth.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,85,,PARTICIPANT_20,,,,I think reaching out to global influences is a bit overkill.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,87,,PARTICIPANT_19,,,,"We have a clear target audience, so TU Delft students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,89,,PARTICIPANT_19,,,,"Don't you think this as well, Pepper?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,93,,PARTICIPANT_20,,,,"Again, amazing ideas.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group10_CONVO_STEFAN.txt,group10_CONVO_STEFAN,95,,PARTICIPANT_20,,,,"That's again, I think these solutions are a little bit too expensive to make.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,2,,PARTICIPANT_21,,,,"Do you have any points you want to start with, social or academic?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,4,,PARTICIPANT_21,,,,"Food, okay.",,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,5,,PARTICIPANT_21,,,,"Okay, I will start with my own experience.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,6,,PARTICIPANT_21,,,,I rarely buy food on campus because it is quite expensive compared to cooking at home.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,7,,PARTICIPANT_21,,,,And it's not like the food is much tastier as well.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,9,,PARTICIPANT_21,,,,Do you have any experience with food on campus?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,10,,PARTICIPANT_22,,,,On the TU Delft campus?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,11,,PARTICIPANT_22,,,,"No, I don't have any experience.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,13,,PARTICIPANT_22,,,,I think it's quite unique.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,14,,PARTICIPANT_22,,,,I didn't have that in my old university.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,16,,PARTICIPANT_22,,,,Do you have any opinions on price or quality?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,19,,PARTICIPANT_21,,,,Would you not think that would require a university to fund it?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,20,,PARTICIPANT_21,,,,Pepper?,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,23,,PARTICIPANT_21,,,,"Through partnerships, I feel like that would be quite difficult to make it cheaper than it already is.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,26,,PARTICIPANT_21,,,,"Sure, that could be a good idea.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,27,,PARTICIPANT_21,,,,"Have a representative board that actually involves what the students think, both bachelor, master, and PhD students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,28,,PARTICIPANT_21,,,,"Is that just for food, though?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,33,,PARTICIPANT_21,,,,"Well, there's stuff like board of examiners and committees.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,38,,PARTICIPANT_21,,,,"Could you continue on your suggestion, Pepper?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,41,,PARTICIPANT_21,,,,"I think that already exists here, especially in my course.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,42,,PARTICIPANT_21,,,,They have mentoring groups where you have to attend it in the first year to ensure that you're integrated properly.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,45,,PARTICIPANT_21,,,,"Is there anything that happened in your old campus that was a good idea, or do you think required improving?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,46,,PARTICIPANT_21,,,,"Because in my opinion, it's fine here as it is.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,47,,PARTICIPANT_21,,,,Is this still about food?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,48,,PARTICIPANT_22,,,,"No, just integrating first year students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,49,,PARTICIPANT_22,,,,"No, I think it was pretty good in my",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,50,,PARTICIPANT_22,,,,"old university where the first years when they wanted to, I mean, during orientation and stuff.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,55,,PARTICIPANT_22,,,,"If you want to join the university, there's no random person who gives you the tour of the university.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,56,,PARTICIPANT_22,,,,It's a student.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,57,,PARTICIPANT_22,,,,"The student has their own experience, personal experience by which they can, you feel more like you're part of the university already.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,58,,PARTICIPANT_22,,,,"Otherwise, when you're in a class or you want to find new friends, maybe you're living alone and you want to find new roommates for the next semester, et cetera,",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,59,,PARTICIPANT_22,,,,There's plenty of resources online and some things like in-person meetings or hangouts that you can do to meet other people with whom you want to find places to live with so you're not alone.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,62,,PARTICIPANT_21,,,,"And one of the few international committees, which is called DISS, it's very small, I think less than like 100 members.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,65,,PARTICIPANT_22,,,,"Pepper, how could this be targeted towards international students,",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,66,,PARTICIPANT_22,,,,integrating into a university program.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,69,,PARTICIPANT_22,,,,OK.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,73,,PARTICIPANT_22,,,,"Would it be better to provide them with an online resource as compared to it being something that they have to attend physically, Pepper?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,77,,PARTICIPANT_21,,,,"Yeah, let's.",,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,80,,PARTICIPANT_21,,,,"To be honest, I think that's done pretty well here.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,81,,PARTICIPANT_21,,,,And I wanna kind of move on to talking about the biggest problem on campus.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,82,,PARTICIPANT_21,,,,"Well, specifically for our campus is accommodation.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,83,,PARTICIPANT_21,,,,There are very little accommodation on or near campus.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,85,,PARTICIPANT_21,,,,campus life to say.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,87,,PARTICIPANT_21,,,,"How would that work, do you reckon?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,88,,PARTICIPANT_22,,,,I think the university should invest more in exclusive accommodations for students,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,89,,PARTICIPANT_22,,,,building them around campus or investing in infrastructure that makes it easier to travel between campus and to this student village that I'm proposing.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,92,,PARTICIPANT_22,,,,"What do you think about this, Pepper?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,96,,PARTICIPANT_21,,,,I don't know.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,97,,PARTICIPANT_21,,,,It feels like there's lots of things we can consider.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group11_CONVO_HONOURS.txt,group11_CONVO_HONOURS,108,,PARTICIPANT_21,,,,All right.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,4,,PARTICIPANT_23,,,,Pepper?,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,5,,PARTICIPANT_23,,,,"Hello, Pepper?",,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,8,,PARTICIPANT_24,,,,Can you...,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,9,,PARTICIPANT_24,,,,"So Pepper, I want to know about some food policies in Teodalf because I see a lot of places where they provide only vegan menus.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,12,,PARTICIPANT_23,,,,Great.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,13,,PARTICIPANT_23,,,,"Pepper, let's go on to another topic.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,16,,PARTICIPANT_23,,,,"Like for instance, the quality of food, the amount of menus, et cetera.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,17,,PARTICIPANT_23,,,,What are your thoughts about that?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,21,,PARTICIPANT_23,,,,"Because for me, it does feel kind of expensive to order food at the food stations, especially for students outside the international students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,22,,PARTICIPANT_23,,,,"For them, it's pretty expensive to have to daily buy the food from the food stations, et cetera.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,23,,PARTICIPANT_23,,,,Do you think it is possible to reduce the cost of the food?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,26,,PARTICIPANT_24,,,,"Pepper, I want to know about how you think about the two adult events and activities for the past one year.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,29,,PARTICIPANT_23,,,,"For instance, you have the association within the study, the study associations, and you have associations like sport associations, such as tennis or football associations.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,30,,PARTICIPANT_23,,,,Would there be other moments for students to interact with each other outside of associations?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,33,,PARTICIPANT_23,,,,What would be a good way to start to interact with other people?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,37,,PARTICIPANT_23,,,,"Like for instance, so Pepper, personally when I join an association, the easiest way for me to...",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,46,,PARTICIPANT_23,,,,"For instance, at those moments like the social interactions with physical activities,",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,47,,PARTICIPANT_23,,,,"After that, most of the time people gather around to share some food with each other or drinks.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,48,,PARTICIPANT_23,,,,And I also personally have the idea that these are the moments where you can really interact with others.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,49,,PARTICIPANT_23,,,,Do you have other moments in mind?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,50,,PARTICIPANT_23,,,,"Because for me, it's hard to come up with other moments to interact.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,54,,PARTICIPANT_23,,,,"So, Pepper, we have been talking about the social interaction among students for the physical activities or getting people better.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,55,,PARTICIPANT_23,,,,"Well, at university, we also have to study.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,62,,PARTICIPANT_23,,,,set them up because once you set them up it's also pretty awkward to switch between each other after they don't match with each other.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,65,,PARTICIPANT_23,,,,"What I was trying to say is once you create a group, how do you know how to create a good group?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,66,,PARTICIPANT_23,,,,because you don't know if students matched with each other or not beforehand.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,67,,PARTICIPANT_23,,,,You cannot know that.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group12_CONVO.txt,group12_CONVO,70,,PARTICIPANT_24,,,,All right.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group1_CONVO.txt,group1_CONVO,1,,PARTICIPANT_2,,,,"Hello, Pepper.",,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group1_CONVO.txt,group1_CONVO,5,,PARTICIPANT_2,,,,I have one idea.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group1_CONVO.txt,group1_CONVO,6,,PARTICIPANT_2,,,,"Okay, here you go.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group1_CONVO.txt,group1_CONVO,7,,PARTICIPANT_1,,,,My idea is we need more bars and more clubs.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Assertive,group1_CONVO.txt,group1_CONVO,8,,PARTICIPANT_1,,,,On campus.,,no,0.00,no explicit Mercer talk type
,,Proactive_Assertive,group1_CONVO.txt,group1_CONVO,11,,PARTICIPANT_1,,,,"What do you think, Pepper?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Assertive,group1_CONVO.txt,group1_CONVO,16,,PARTICIPANT_2,,,,"It's about creating more entertaining spots on campus, such as",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
