session_id,group_id,conversation_id,sequence_index,timestamp,speaker,phase,robot_turn_index,triggered_robot,text,mercer_label,is_coded,label_confidence,label_rationale
,,MVI_0072,75,,PARTICIPANT_3,,,,"I think in Germany, you have to do a lot where you can get",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,77,,PARTICIPANT_3,,,,"I think that would be useful in general, also other sexual safety things that would be useful to provide for students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,78,,PARTICIPANT_3,,,,And how do you feel about social interaction on campus?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,79,,PARTICIPANT_3,,,,Do you think that we're doing that enough?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,84,,PARTICIPANT_4,,,,would really elevate this campus.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,88,,PARTICIPANT_4,,,,It is just one bar just outside of everything.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,90,,PARTICIPANT_3,,,,Right.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,92,,PARTICIPANT_3,,,,Or is the U Delft just a loosely collected set of buildings that happen to be in the same space?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,93,,PARTICIPANT_3,,,,"I've studied before in China where you have a campus where you have a gate, a bunch of buildings that you have restaurants and bars and places and a shopping mall inside the campus which is enclosed space for students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,95,,PARTICIPANT_4,,,,"I do feel like it is becoming more and more a campus with also more student housing coming here and also everything moving a little bit further away from the city center because the campus, it doesn't reach near",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,96,,PARTICIPANT_4,,,,architecture anymore.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,98,,PARTICIPANT_4,,,,"There used to be a lot more buildings near the city center, and I feel like it's slowly moving away, and there's slowly coming more housing.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,99,,PARTICIPANT_4,,,,There are also restaurants now.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,101,,PARTICIPANT_3,,,,Do you think it also has to do with costs?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,103,,PARTICIPANT_3,,,,like the restaurants here are more expensive than the City Center.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,104,,PARTICIPANT_3,,,,"If you want to buy a sandwich here in the supermarket, it's more expensive.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,105,,PARTICIPANT_3,,,,Do you think one of the ways that we could improve the campus life is simply by ensuring that the cost for things goes down in the way that it's more sensible to be able to pay?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,108,,PARTICIPANT_4,,,,I can't really call this bar a real supermarket.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,109,,PARTICIPANT_4,,,,I wouldn't do my groceries there.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,112,,PARTICIPANT_3,,,,Could you explain to me why you would not want it to be a campus?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,113,,PARTICIPANT_4,,,,"Well, I fear that if this campus becomes a real campus and almost all students live on this campus, I think you miss a lot of the charm that the city center currently has with the students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,114,,PARTICIPANT_3,,,,Right.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,117,,PARTICIPANT_3,,,,Lots of students are Dutch.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,119,,PARTICIPANT_3,,,,"You have the group that lives on campus, which will mainly international students, which is already the case, because only international students or people that live very far away can get housing on campus.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,121,,PARTICIPANT_3,,,,And I'm worried about how that will impact the social relations between those groups and the university.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,122,,PARTICIPANT_4,,,,I personally believe that if this campus becomes bigger and there's more housing here that the difference between those two groups will actually get smaller because if there is more housing here then Dutch people also get a chance to live here and it will mingle a lot more.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
