session_id,group_id,conversation_id,sequence_index,timestamp,speaker,phase,robot_turn_index,triggered_robot,text,mercer_label,is_coded,label_confidence,label_rationale
,,MVI_0072,32,,PARTICIPANT_4,,,,"Yeah, because then you get a lot of looks and you have to explain things which you don't always want to do.",exploratory,yes,0.76,"begins from agreement but adds explanation, implications, or a development of the shared idea"
,,MVI_0072,33,,PARTICIPANT_4,,,,"So if it's a lot of places have vending machines,",exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,34,,PARTICIPANT_4,,,,which is already a step in the right direction.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,35,,PARTICIPANT_4,,,,"Of course, then there's always the debate should you make it free or not.",exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,36,,PARTICIPANT_4,,,,"But at least having it to be used on your own and close to where you need it, I think that's already a big improvement on the way it is now.",exploratory,yes,0.80,opens with a counter-position but provides reasoning or a constructive alternative
,,MVI_0072,37,,PARTICIPANT_3,,,,Yes.,cumulative,yes,0.88,short agreement or confirmation without added reasoning
,,MVI_0072,38,,PARTICIPANT_3,,,,Cool.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,39,,PARTICIPANT_3,,,,That's interesting.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,40,,PARTICIPANT_3,,,,"Pepper, how do you feel?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,MVI_0072,41,,PARTICIPANT_3,,,,Pepper?,,no,0.00,no explicit Mercer talk type
,,MVI_0072,42,,PARTICIPANT_3,,,,Do you have an opinion on how we can improve the inclusion for people on campus?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,45,,PARTICIPANT_4,,,,"Well, it's a very fake statement.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,46,,PARTICIPANT_4,,,,I would like to hear a more concrete implementation of that.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,47,,PARTICIPANT_4,,,,Could you give a more concrete implementation to offer female hygiene products more inclusively?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,48,,PARTICIPANT_3,,,,"Pepper, could you give us a more concrete implementation of how we can provide female hygiene products or other hygiene products that lessees might need.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,51,,PARTICIPANT_3,,,,"Pepper, I appreciate the thought of the economical side of it, but I'm not sure if having branded tampons is the way to go.",exploratory,yes,0.86,challenges or qualifies an idea while giving reasons or proposing a constructive refinement
,,MVI_0072,52,,PARTICIPANT_3,,,,I think we're more interested in how to actually implement this as a physical thing.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,53,,PARTICIPANT_3,,,,Like how can we come up with an idea to make it more accessible and make it more friendly?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,54,,PARTICIPANT_3,,,,And the economic side is something that we can always figure out.,cumulative,yes,0.66,adds compatible information to a prior contribution without critique
,,MVI_0072,57,,PARTICIPANT_4,,,,Where would you put places for people?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,61,,PARTICIPANT_4,,,,"But Pepper, wouldn't the main areas be very open and also far away from the toilets?",disputational,yes,0.76,opens with a counter-position that is not yet integrated into a shared proposal
,,MVI_0072,64,,PARTICIPANT_3,,,,Let's move on from this.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,65,,PARTICIPANT_4,,,,"No, but it does give me a point.",disputational,yes,0.74,"states disagreement, resistance, or a competing position without developing a shared alternative"
,,MVI_0072,66,,PARTICIPANT_4,,,,"I think if you put them in the main halls, well, it's not very private.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,67,,PARTICIPANT_4,,,,So everyone would be able to see that you are getting female hygiene products.,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,68,,PARTICIPANT_4,,,,"And since there is still stigma around it, I think that also might make people uncomfortable.",exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,69,,PARTICIPANT_4,,,,And it's also too far away from the toilet.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,70,,PARTICIPANT_3,,,,We could just put it in the toilet.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,71,,PARTICIPANT_4,,,,Yes.,cumulative,yes,0.88,short agreement or confirmation without added reasoning
,,MVI_0072,72,,PARTICIPANT_3,,,,It's one of the shades of a toilet.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,73,,PARTICIPANT_4,,,,"Just one in every stall, or maybe near the sinks or something.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,74,,PARTICIPANT_3,,,,You have to do a lot.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,75,,PARTICIPANT_3,,,,"I think in Germany, you have to do a lot where you can get",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,76,,PARTICIPANT_3,,,,different products that one might need.,exploratory,yes,0.86,challenges or qualifies an idea while giving reasons or proposing a constructive refinement
,,MVI_0072,77,,PARTICIPANT_3,,,,"I think that would be useful in general, also other sexual safety things that would be useful to provide for students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,78,,PARTICIPANT_3,,,,And how do you feel about social interaction on campus?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,79,,PARTICIPANT_3,,,,Do you think that we're doing that enough?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,80,,PARTICIPANT_3,,,,"Because personally I feel like there is a big disconnect between the, like you have student associations, those are great, but there isn't really a place for outside student associations really for to meet other students.",exploratory,yes,0.86,challenges or qualifies an idea while giving reasons or proposing a constructive refinement
,,MVI_0072,81,,PARTICIPANT_4,,,,So a nice example of this is a bar in Twente.,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,82,,PARTICIPANT_4,,,,"There they have student associations, but they also have one main bar on campus, which is not connected to any of the associations, just for everyone.",disputational,yes,0.74,"states disagreement, resistance, or a competing position without developing a shared alternative"
,,MVI_0072,83,,PARTICIPANT_4,,,,"But since it is on campus, it is clearly like a student bar, so it is a nice place for all types of students to come together.",exploratory,yes,0.80,opens with a counter-position but provides reasoning or a constructive alternative
,,MVI_0072,84,,PARTICIPANT_4,,,,would really elevate this campus.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,85,,PARTICIPANT_3,,,,"Right, because that's different from the faculty bar.",exploratory,yes,0.86,challenges or qualifies an idea while giving reasons or proposing a constructive refinement
,,MVI_0072,86,,PARTICIPANT_3,,,,"So we have a lot of faculty bars, but my worry for the faculty bars is always that you divide based on faculty.",exploratory,yes,0.86,challenges or qualifies an idea while giving reasons or proposing a constructive refinement
,,MVI_0072,87,,PARTICIPANT_4,,,,"Yeah, so this is a bar that is not faculty based.",exploratory,yes,0.76,"begins from agreement but adds explanation, implications, or a development of the shared idea"
,,MVI_0072,88,,PARTICIPANT_4,,,,It is just one bar just outside of everything.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,89,,PARTICIPANT_4,,,,"Just a bar where everyone can go to, but it is on campus.",disputational,yes,0.74,"states disagreement, resistance, or a competing position without developing a shared alternative"
,,MVI_0072,90,,PARTICIPANT_3,,,,Right.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,91,,PARTICIPANT_3,,,,So that kind of leads to the question of is the U Delft a campus or not?,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,92,,PARTICIPANT_3,,,,Or is the U Delft just a loosely collected set of buildings that happen to be in the same space?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,93,,PARTICIPANT_3,,,,"I've studied before in China where you have a campus where you have a gate, a bunch of buildings that you have restaurants and bars and places and a shopping mall inside the campus which is enclosed space for students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,94,,PARTICIPANT_3,,,,"Well, in Delft we try to emulate that, but we're still just kind of a bunch of buildings.",disputational,yes,0.74,"states disagreement, resistance, or a competing position without developing a shared alternative"
,,MVI_0072,95,,PARTICIPANT_4,,,,"I do feel like it is becoming more and more a campus with also more student housing coming here and also everything moving a little bit further away from the city center because the campus, it doesn't reach near",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,96,,PARTICIPANT_4,,,,architecture anymore.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,97,,PARTICIPANT_4,,,,"Well, you only have architecture, but for example, you don't have chemistry there anymore, which you used to.",exploratory,yes,0.86,challenges or qualifies an idea while giving reasons or proposing a constructive refinement
,,MVI_0072,98,,PARTICIPANT_4,,,,"There used to be a lot more buildings near the city center, and I feel like it's slowly moving away, and there's slowly coming more housing.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,99,,PARTICIPANT_4,,,,There are also restaurants now.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,100,,PARTICIPANT_4,,,,So I feel like it is becoming more and more a campus.,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,101,,PARTICIPANT_3,,,,Do you think it also has to do with costs?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,102,,PARTICIPANT_3,,,,"So like food and services, like everything here is very expensive.",exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,103,,PARTICIPANT_3,,,,like the restaurants here are more expensive than the City Center.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,104,,PARTICIPANT_3,,,,"If you want to buy a sandwich here in the supermarket, it's more expensive.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,105,,PARTICIPANT_3,,,,Do you think one of the ways that we could improve the campus life is simply by ensuring that the cost for things goes down in the way that it's more sensible to be able to pay?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,106,,PARTICIPANT_4,,,,"Yes, I do think that would help.",cumulative,yes,0.78,accepts a prior contribution and mainly adds compatible information without critique
,,MVI_0072,107,,PARTICIPANT_4,,,,"What I also think would help to make this a campus, although I'm not really sure if I want it to be a campus, would be to get an actual supermarket here.",exploratory,yes,0.86,challenges or qualifies an idea while giving reasons or proposing a constructive refinement
,,MVI_0072,108,,PARTICIPANT_4,,,,I can't really call this bar a real supermarket.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,109,,PARTICIPANT_4,,,,I wouldn't do my groceries there.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,110,,PARTICIPANT_4,,,,"And if you really want students living here more than there are now, then I think that is one of the first things you should add.",exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,111,,PARTICIPANT_4,,,,"But like I said, I'm not really sure if that is something I would want because I also value the student life in the center.",exploratory,yes,0.80,opens with a counter-position but provides reasoning or a constructive alternative
,,MVI_0072,112,,PARTICIPANT_3,,,,Could you explain to me why you would not want it to be a campus?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,113,,PARTICIPANT_4,,,,"Well, I fear that if this campus becomes a real campus and almost all students live on this campus, I think you miss a lot of the charm that the city center currently has with the students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,114,,PARTICIPANT_3,,,,Right.,,no,0.00,no explicit Mercer talk type
,,MVI_0072,115,,PARTICIPANT_3,,,,"So what I would be worried about in that case is also an inclusion problem, which is that the life for students in the campus is very Dutch national based.",exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,116,,PARTICIPANT_3,,,,So most associations don't take international students.,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,117,,PARTICIPANT_3,,,,Lots of students are Dutch.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,118,,PARTICIPANT_3,,,,And that means you will get a two-sided group.,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,119,,PARTICIPANT_3,,,,"You have the group that lives on campus, which will mainly international students, which is already the case, because only international students or people that live very far away can get housing on campus.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,120,,PARTICIPANT_3,,,,"So you get two parallel student lives, an international student life, which is on campus, and a national student life, which is outside of campus.",exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0072,121,,PARTICIPANT_3,,,,And I'm worried about how that will impact the social relations between those groups and the university.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0072,122,,PARTICIPANT_4,,,,I personally believe that if this campus becomes bigger and there's more housing here that the difference between those two groups will actually get smaller because if there is more housing here then Dutch people also get a chance to live here and it will mingle a lot more.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
