session_id,group_id,conversation_id,sequence_index,timestamp,speaker,phase,robot_turn_index,triggered_robot,text,mercer_label,is_coded,label_confidence,label_rationale
,,MVI_0070,59,,PARTICIPANT_2,,,,Let's go into a different direction.,disputational,yes,0.74,"states disagreement, resistance, or a competing position without developing a shared alternative"
,,MVI_0070,62,,PARTICIPANT_1,,,,"not smoke free, but smoking is allowed zone.",disputational,yes,0.74,"states disagreement, resistance, or a competing position without developing a shared alternative"
,,MVI_0070,63,,PARTICIPANT_1,,,,"What do you think, robot?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,MVI_0070,64,,PARTICIPANT_1,,,,"Pepper, what do you think if we allow",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,65,,PARTICIPANT_1,,,,"smoking on campus for everyone and everywhere, even inside the buildings.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,66,,PARTICIPANT_1,,,,Will this improve campus life?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,69,,PARTICIPANT_1,,,,What about including smoke rooms in every lecture room?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,70,,PARTICIPANT_1,,,,So like the corner of the lecture room will be,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0070,71,,PARTICIPANT_1,,,,separated with a glass wall and people inside will be able to smoke.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,72,,PARTICIPANT_1,,,,"What do you think about that, Pepper?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,MVI_0070,73,,PARTICIPANT_1,,,,"I think you need to begin with, Pepper,",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,76,,PARTICIPANT_2,,,,"Pepper, we don't just propose designated smoking areas.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,MVI_0070,77,,PARTICIPANT_2,,,,We want to make the whole campus area a smoking area.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,78,,PARTICIPANT_2,,,,So we want to actually remove the smoking areas such that you can smoke everywhere.,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0070,79,,PARTICIPANT_2,,,,Would that improve campus life?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,83,,PARTICIPANT_2,,,,"Yes, I think making the whole campus area a smoking area, Pepper, I think",cumulative,yes,0.78,accepts a prior contribution and mainly adds compatible information without critique
,,MVI_0070,84,,PARTICIPANT_2,,,,"they would be more inclusive to smokers, wouldn't it be?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,88,,PARTICIPANT_1,,,,"Survey is an important part, yes, but now we'll just... Pepper, I want the cafeteria to serve capsules.",disputational,yes,0.74,"states disagreement, resistance, or a competing position without developing a shared alternative"
,,MVI_0070,89,,PARTICIPANT_1,,,,Pepper?,,no,0.00,no explicit Mercer talk type
,,MVI_0070,90,,PARTICIPANT_1,,,,I want capsules in the cafeteria.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,95,,PARTICIPANT_1,,,,"OK. OK. Pepper, let's go back to the smoking.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,MVI_0070,96,,PARTICIPANT_1,,,,What if we start selling cigarettes in the campus shops?,exploratory,yes,0.69,"adds reasons, consequences, examples, or a proposed refinement"
,,MVI_0070,97,,PARTICIPANT_1,,,,And what if there is a coffee shop in the campus?,exploratory,yes,0.83,uses reasoning and builds on the previous contribution to develop a shared idea
,,MVI_0070,98,,PARTICIPANT_1,,,,for our students to use.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,MVI_0070,99,,PARTICIPANT_1,,,,That would be very inclusive for the wheat smokers.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
