session_id,group_id,condition,source_file,conversation_id,sequence_index,timestamp,speaker,phase,robot_turn_index,triggered_robot,text,mercer_label,is_coded,label_confidence,label_rationale
,,Proactive_Supportive,group13_CONVO.txt,group13_CONVO,64,,PARTICIPANT_25,,,,Pepper?,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group13_CONVO.txt,group13_CONVO,68,,PARTICIPANT_26,,,,Do you realistically think that it's going to be a horror for students to do that type of thing?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group13_CONVO.txt,group13_CONVO,79,,PARTICIPANT_26,,,,"We got like one hour for our lunch to get out of our lecture room, to go to the cafeteria, grab the food, eat,",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group13_CONVO.txt,group13_CONVO,81,,PARTICIPANT_26,,,,"You think we can possibly kill a fish, skin the fish, chop it up, and make sushi ourselves, and eat it in less than an hour?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group13_CONVO.txt,group13_CONVO,82,,PARTICIPANT_26,,,,Pepper?,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group13_CONVO.txt,group13_CONVO,86,,PARTICIPANT_25,,,,"If you ask me to cook during lunch break, I'll be mad.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group13_CONVO.txt,group13_CONVO,94,,PARTICIPANT_25,,,,"Then I will have no time to eat, Pepper.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,2,,PARTICIPANT_28,,,,"Okay, I feel like TU Delft has a lot of smaller scale events that are held by associations or within the majors themselves.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,5,,PARTICIPANT_27,,,,I totally agree.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,6,,PARTICIPANT_27,,,,I'm experiencing similar things.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,7,,PARTICIPANT_27,,,,"Especially at Bachelors, we have more events held by the university and everything.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,8,,PARTICIPANT_27,,,,I think the TU Delft lacks in that part of it.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,9,,PARTICIPANT_27,,,,"Pepper, what do you think about events and activities on campus?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,13,,PARTICIPANT_27,,,,One other thing is food and services.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,14,,PARTICIPANT_27,,,,"At TU Delft campus, I think it's",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,15,,PARTICIPANT_27,,,,expensive for students to afford everyday meals here and everything.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,16,,PARTICIPANT_27,,,,How about you?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,19,,PARTICIPANT_28,,,,"I've only seen two food trucks, and there are only about two, three restaurants within the campus.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,21,,PARTICIPANT_28,,,,It's quite hard to afford.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,22,,PARTICIPANT_28,,,,"Even the school markets in the campus, they're pretty expensive.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,23,,PARTICIPANT_28,,,,"Pepper, what do you think is the best way to reduce the food price within the campus?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,26,,PARTICIPANT_27,,,,Sounds like a solution to me.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,28,,PARTICIPANT_27,,,,Pepper?,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,34,,PARTICIPANT_28,,,,How would that affect them?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,39,,PARTICIPANT_27,,,,"from abroad, I think will be not really available for school students.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,40,,PARTICIPANT_27,,,,What do you think?,,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,45,,PARTICIPANT_27,,,,"To be honest,",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,47,,PARTICIPANT_27,,,,What do you think?,,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,51,,PARTICIPANT_28,,,,"Okay, I think the process example is pretty nice.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,52,,PARTICIPANT_28,,,,"One thing I also noticed by visiting some other universities in Korea and US, one thing I noticed there is that they need to have student IDs to enter the building, campus buildings.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,54,,PARTICIPANT_28,,,,"every age, every gender, or whatever, they can enter any kind of university building, at least most of it.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,55,,PARTICIPANT_28,,,,And I feel like that's quite a bit of a risk for students studying inside the building.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,57,,PARTICIPANT_28,,,,"Do you think this is safe for all students, or do you think something should change?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,62,,PARTICIPANT_28,,,,"What our university is doing to students about our well-being, both physically and mentally?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,63,,PARTICIPANT_27,,,,"Well-being, to be honest, I don't know.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,64,,PARTICIPANT_27,,,,"I do have a problem, actually.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,66,,PARTICIPANT_27,,,,Do Delph really has any program regarding that?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,67,,PARTICIPANT_27,,,,Or am I just being unaware of it?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,68,,PARTICIPANT_27,,,,Do you know any?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,69,,PARTICIPANT_28,,,,Not really.,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,70,,PARTICIPANT_28,,,,"I mean, the only thing I know is that new students who pay their tuition, it's a priority to housing services.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,72,,PARTICIPANT_28,,,,"Pepper, what do you think about housing problems in the Netherlands and the TU Delft campus?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,76,,PARTICIPANT_27,,,,Which kind of organization do you think can help us get through this housing crisis better?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group14_CONVO.txt,group14_CONVO,80,,PARTICIPANT_27,,,,I'm already aware of one.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,1,,PARTICIPANT_30,,,,Well for the three years that I've been here I've seen like I've never really eaten the food in the cafeteria because it's all vegan and I don't really like vegan food so I decided to go to the Turkish place which is the most affordable.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,2,,PARTICIPANT_29,,,,I didn't know that all the cafeterias are here.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,3,,PARTICIPANT_29,,,,Not all.,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,5,,PARTICIPANT_30,,,,I don't know.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,6,,PARTICIPANT_30,,,,What do you think about the food specifically?,,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,8,,PARTICIPANT_30,,,,You what?,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,9,,PARTICIPANT_29,,,,I also never eat.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,17,,PARTICIPANT_29,,,,often because we have non vegan food.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,19,,PARTICIPANT_29,,,,I think the main problem that people have with meat is because some of the companies are very nominative.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,20,,PARTICIPANT_29,,,,They stick chickens together and they don't have space to move.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,21,,PARTICIPANT_29,,,,They don't even cut their beaks so they don't fight with each other.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,23,,PARTICIPANT_30,,,,That's an issue for the whole European Union.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,24,,PARTICIPANT_30,,,,qualified for this task.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,26,,PARTICIPANT_30,,,,"I don't know, you have been here for three years I'm assuming?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,27,,PARTICIPANT_30,,,,I've been here for four years.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,30,,PARTICIPANT_29,,,,This is mine.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,31,,PARTICIPANT_29,,,,I'm going to steal this conversation.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,33,,PARTICIPANT_29,,,,"I mean, what's your issue?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,34,,PARTICIPANT_30,,,,or it's the middle of a lecture and just go and grab a Snickers prize.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,36,,PARTICIPANT_30,,,,I'm fine with that.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,37,,PARTICIPANT_30,,,,I think that's a good idea.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,40,,PARTICIPANT_30,,,,I can see that.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,41,,PARTICIPANT_30,,,,It's a good idea.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,42,,PARTICIPANT_30,,,,What do you think about the tech,,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,53,,PARTICIPANT_29,,,,campus writing that everyone can join from anywhere.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,56,,PARTICIPANT_30,,,,What do you think Victor?,,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,57,,PARTICIPANT_30,,,,"I mean, I'm not really sure groups are the best way to do it.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,59,,PARTICIPANT_30,,,,You just talk to people.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,60,,PARTICIPANT_30,,,,I don't know.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,61,,PARTICIPANT_30,,,,That's what we have associations for.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,64,,PARTICIPANT_30,,,,general generic group and the one that is.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,67,,PARTICIPANT_29,,,,I think it's focused around study specifically.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,69,,PARTICIPANT_30,,,,"If you just go in a circle and start one by one, it still feels kind of awkward.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,73,,PARTICIPANT_29,,,,"This is very generic advice, and we only have X, we have X, we have other activities like the freshman weekend, or we run them around, and that's basically it.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,78,,PARTICIPANT_29,,,,"And I mean, it's fine.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,79,,PARTICIPANT_29,,,,It doesn't bother me specifically.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,82,,PARTICIPANT_29,,,,I think he stopped coming to this university,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group15_CONVO.txt,group15_CONVO,83,,PARTICIPANT_30,,,,"Something we can do is maybe, I don't know, like a coach, a student, a university certified coach that can help with these types of issues.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,1,,PARTICIPANT_31,,,,What topic shall we start from?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,2,,PARTICIPANT_32,,,,Let's start from the student well-being.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,3,,PARTICIPANT_31,,,,Have you ever,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,4,,PARTICIPANT_31,,,,talk to one of the student counselors within this faculty.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,5,,PARTICIPANT_32,,,,I just asked about a few questions about my master track because I was struggling with the track application.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,6,,PARTICIPANT_32,,,,I just asked them how to solve it.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,7,,PARTICIPANT_32,,,,"They answered, how to solve it. It went well.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,9,,PARTICIPANT_32,,,,"It was just useful information, not emotional.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,11,,PARTICIPANT_32,,,,"I think it's because I just want useful information, not the emotional support.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,13,,PARTICIPANT_31,,,,"To me, I've been studying here for the past five years and I never actually reached out properly to the student counselor at all, even though I know they exist.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,16,,PARTICIPANT_32,,,,"OK, thanks.",,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,17,,PARTICIPANT_32,,,,Do you need emotional support from the counselors?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,18,,PARTICIPANT_31,,,,It's something that can happen.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,19,,PARTICIPANT_31,,,,"often it's more like occasional if you have like other incidents happening at the same time like, I don't know, it can be like financial crisis where you are having problems back in your home that you might feel worried about other things.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,29,,PARTICIPANT_31,,,,academic counselors are quite frequently changing their operating hours.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,31,,PARTICIPANT_31,,,,They just have to wait until academic counselors are back for their work.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,36,,PARTICIPANT_31,,,,"I mean, this is also a bit of a similar topic as the student well-being.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,39,,PARTICIPANT_31,,,,Foods and services in Delphi.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,40,,PARTICIPANT_31,,,,"Nowadays, we're trying to promote the sake",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,41,,PARTICIPANT_31,,,,I don't know the exact term for promoting vegan foods and plant-based products.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,46,,PARTICIPANT_31,,,,"Pepper, can we change our topic to foods and services?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,53,,PARTICIPANT_31,,,,by each year.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,55,,PARTICIPANT_31,,,,What are your thoughts on that?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,57,,PARTICIPANT_32,,,,I think it is a bit high for us because we are international students.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,58,,PARTICIPANT_32,,,,We already paid for the tuition fee.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,60,,PARTICIPANT_32,,,,"in there to get something like student discount for the food station, and the spa.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,61,,PARTICIPANT_32,,,,"The shop, the general price of the drink and food is higher than",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,66,,PARTICIPANT_31,,,,Great that you mentioned about the contract is surely here.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,67,,PARTICIPANT_31,,,,Just giving an example with our factory,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,68,,PARTICIPANT_31,,,,"At the same time, the universities I know in France and Germany, they offer meals at the price around five to seven euros.",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,74,,PARTICIPANT_31,,,,"With the sake of time, shall we just move on to the other stuff?",,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,76,,PARTICIPANT_31,,,,Events and activities.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,77,,PARTICIPANT_31,,,,"Pepper, we're going to change our topics to events and activities.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,83,,PARTICIPANT_32,,,,Do you have an idea to start a workshop on wellness fair?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,84,,PARTICIPANT_32,,,,What does that mean?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,85,,PARTICIPANT_32,,,,Can you explain about it more?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group16_CONVO.txt,group16_CONVO,89,,PARTICIPANT_31,,,,"Pepper, indeed the fair.",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,1,,PARTICIPANT_33,,,,All right.,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,2,,PARTICIPANT_33,,,,"Hello, hello.",,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,3,,PARTICIPANT_34,,,,Hi.,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,4,,PARTICIPANT_33,,,,Nice to meet you.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,5,,PARTICIPANT_33,,,,Good to see you here.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,6,,PARTICIPANT_34,,,,Thank you.,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,7,,PARTICIPANT_33,,,,OK. Any questions from your side?,,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,10,,PARTICIPANT_34,,,,What should I be?,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,11,,PARTICIPANT_33,,,,Of improving students' life here.,,no,0.00,"no explicit disputational, cumulative, or exploratory talk marker"
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,12,,PARTICIPANT_33,,,,Good question.,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,13,,PARTICIPANT_33,,,,"Pepper, what do you think?",,no,0.00,"task management, robot address, or social talk without explicit Mercer talk type"
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,18,,PARTICIPANT_33,,,,All right.,,no,0.00,no explicit Mercer talk type
,,Proactive_Supportive,group17_CONVO.txt,group17_CONVO,19,,PARTICIPANT_33,,,,Good answers.,,no,0.00,no explicit Mercer talk type
